Store,Dept,Date,Weekly_Sales,IsHoliday,MA_4
23,12,2010-09-03,7217.03,False,18752.700000000183
31,52,2010-09-03,647.57,False,17403.815000000184
21,35,2010-09-03,2159.0,False,17031.602500000186
5,96,2010-09-03,5101.76,False,3781.340000000184
28,9,2010-09-03,19996.78,False,6976.277500000184
17,60,2010-09-03,299.2,False,6889.185000000184
17,48,2010-09-03,641.0,False,6509.685000000184
26,23,2010-09-03,16483.39,False,9355.092500000184
38,79,2010-09-03,7720.41,False,6286.000000000185
9,29,2010-09-03,1797.32,False,6660.530000000184
37,4,2010-09-03,17671.14,False,10918.065000000184
43,32,2010-09-03,30.0,False,6804.717500000184
26,26,2010-09-03,2816.99,False,5578.862500000185
12,27,2010-09-03,2164.3,False,5670.607500000185
21,40,2010-09-03,37787.9,False,10699.797500000186
17,55,2010-09-03,7684.54,False,12613.432500000185
44,16,2010-09-03,986.09,False,12155.707500000184
17,52,2010-09-03,2906.16,False,12341.172500000184
13,26,2010-09-03,12385.19,False,5990.495000000184
31,49,2010-09-03,7789.84,False,6016.820000000183
7,38,2010-09-03,30966.68,False,13511.967500000184
5,13,2010-09-03,13125.65,False,16066.840000000184
17,54,2010-09-03,70.0,False,12988.042500000183
28,6,2010-09-03,-157.63,False,11001.175000000183
9,30,2010-09-03,1172.38,False,3552.6000000001836
26,27,2010-09-03,984.1,False,517.2125000001837
38,74,2010-09-03,686.73,False,671.3950000001837
23,14,2010-09-03,31981.98,False,8706.297500000184
35,41,2010-09-03,2274.8,False,8981.902500000184
15,49,2010-09-03,10392.35,False,11333.965000000182
34,36,2010-09-03,499.0,False,11287.032500000183
36,55,2010-09-03,290.56,False,3364.177500000184
40,17,2010-09-03,7520.25,False,4675.540000000184
1,90,2010-09-03,79049.67,False,21839.870000000185
31,47,2010-09-03,-17.0,False,21710.870000000185
10,38,2010-09-03,79498.54,False,41512.86500000018
1,21,2010-09-03,8664.27,False,41798.870000000185
30,25,2010-09-03,10.5,False,22039.077500000185
15,46,2010-09-03,11269.65,False,24860.740000000183
28,7,2010-09-03,22575.58,False,10630.000000000186
28,5,2010-09-03,21851.58,False,13926.827500000185
37,97,2010-09-03,14245.58,False,17485.597500000185
21,36,2010-09-03,1093.0,False,14941.435000000187
13,25,2010-09-03,14547.56,False,12934.430000000186
17,58,2010-09-03,2236.0,False,8030.535000000185
34,33,2010-09-03,3071.17,False,5236.9325000001845
26,24,2010-09-03,5380.83,False,6308.890000000185
39,71,2010-09-03,8220.1,False,4727.025000000185
34,34,2010-09-03,8593.5,False,6316.400000000185
41,30,2010-09-03,2233.62,False,6107.012500000186
4,3,2010-09-03,20452.49,False,9874.927500000187
37,96,2010-09-03,21567.62,False,13211.807500000186
12,28,2010-09-03,748.66,False,11250.597500000187
7,36,2010-09-03,1077.0,False,10961.442500000187
21,38,2010-09-03,49611.96,False,18251.310000000183
34,32,2010-09-03,4938.7,False,14094.080000000184
34,37,2010-09-03,2331.12,False,14489.695000000183
5,97,2010-09-03,659.96,False,14385.435000000183
21,41,2010-09-03,4228.32,False,3039.5250000001834
10,40,2010-09-03,98718.44,False,26484.460000000185
23,16,2010-09-03,16054.07,False,29915.197500000184
6,1,2010-09-03,19404.6,False,34601.35750000019
15,45,2010-09-03,19.96,False,33549.267500000184
26,28,2010-09-03,222.27,False,8925.225000000186
8,11,2010-09-03,16580.52,False,9056.837500000185
26,25,2010-09-03,8348.48,False,6292.807500000185
30,20,2010-09-03,8.0,False,6289.817500000186
4,20,2010-09-03,7531.17,False,8117.042500000185
30,21,2010-09-03,2171.07,False,4514.680000000186
34,35,2010-09-03,1581.0,False,2822.8100000001855
17,56,2010-09-03,1182.43,False,3116.4175000001856
1,2,2010-09-03,49015.05,False,13487.387500000186
3,35,2010-09-03,1247.0,False,13256.370000000186
8,12,2010-09-03,7577.19,False,14755.417500000187
17,41,2010-09-03,-28.0,False,14452.810000000187
10,46,2010-09-03,48197.28,False,14248.367500000186
23,22,2010-09-03,22747.14,False,19623.402500000186
41,27,2010-09-03,907.66,False,17956.020000000186
21,46,2010-09-03,15504.69,False,21839.192500000187
13,23,2010-09-03,25576.59,False,16184.020000000186
13,30,2010-09-03,4131.06,False,11530.000000000186
31,56,2010-09-03,541.84,False,11438.545000000186
31,44,2010-09-03,1723.48,False,7993.242500000187
10,35,2010-09-03,5729.5,False,3031.470000000186
17,80,2010-09-03,516.2,False,2127.7550000001856
34,29,2010-09-03,2205.16,False,2543.5850000001856
36,46,2010-09-03,2831.1,False,2820.490000000186
23,10,2010-09-03,30912.62,False,9116.270000000186
42,3,2010-09-03,756.62,False,9176.375000000186
1,60,2010-09-03,1161.6,False,8915.485000000184
15,54,2010-09-03,90.0,False,8230.210000000185
35,40,2010-09-03,33731.56,False,8934.945000000185
23,21,2010-09-03,8413.48,False,10849.160000000185
8,13,2010-09-03,27843.55,False,17519.647500000185
9,27,2010-09-03,354.84,False,17585.857500000184
17,42,2010-09-03,5076.37,False,10422.060000000185
26,18,2010-09-03,148.0,False,8355.690000000184
30,14,2010-09-03,1137.34,False,1679.1375000001856
40,16,2010-09-03,9187.74,False,3887.3625000001857
45,12,2010-09-03,3966.85,False,3609.9825000001856
12,24,2010-09-03,28673.58,False,10741.377500000186
1,96,2010-09-03,28420.73,False,17562.225000000184
15,36,2010-09-03,642.0,False,15425.790000000186
17,81,2010-09-03,10844.88,False,17145.297500000186
21,31,2010-09-03,4044.14,False,10987.937500000186
31,58,2010-09-03,5220.0,False,5187.755000000185
12,30,2010-09-03,6958.62,False,6766.910000000185
7,33,2010-09-03,1569.84,False,4448.150000000185
21,29,2010-09-03,4511.21,False,4564.917500000185
26,33,2010-09-03,4549.69,False,4397.340000000186
15,35,2010-09-03,2303.0,False,3233.435000000186
4,83,2010-09-03,8108.47,False,4868.092500000186
1,13,2010-09-03,44863.15,False,14956.077500000187
37,5,2010-09-03,627.83,False,13975.612500000187
37,98,2010-09-03,4876.96,False,14619.102500000186
12,23,2010-09-03,44461.04,False,23707.245000000185
41,33,2010-09-03,4945.85,False,13727.920000000187
17,82,2010-09-03,14320.91,False,17151.190000000188
5,95,2010-09-03,20585.59,False,21078.347500000185
34,28,2010-09-03,174.77,False,10006.780000000186
5,8,2010-09-03,12299.07,False,11845.085000000188
13,31,2010-09-03,4730.09,False,9447.380000000187
21,30,2010-09-03,3666.24,False,5217.542500000187
8,9,2010-09-03,26966.54,False,11915.485000000186
38,81,2010-09-03,9925.9,False,11322.192500000187
28,12,2010-09-03,3509.55,False,11017.057500000188
37,95,2010-09-03,51841.1,False,23060.77250000019
26,32,2010-09-03,4551.02,False,17456.892500000187
6,5,2010-09-03,24077.3,False,20994.742500000186
23,23,2010-09-03,37904.4,False,29593.455000000184
2,71,2010-09-03,4751.44,False,17821.040000000186
28,2,2010-09-03,69898.9,False,34158.010000000184
26,17,2010-09-03,8581.02,False,30283.940000000188
34,41,2010-09-03,579.0,False,20952.590000000186
9,26,2010-09-03,3283.96,False,20585.720000000183
15,38,2010-09-03,48902.29,False,15336.567500000187
21,32,2010-09-03,5697.06,False,14615.577500000185
15,40,2010-09-03,31358.36,False,22310.417500000185
4,40,2010-09-03,78878.44,False,41209.03750000019
13,29,2010-09-03,5229.41,False,30290.817500000187
17,72,2010-09-03,48854.41,False,41080.15500000019
12,29,2010-09-03,6716.27,False,34919.63250000018
31,54,2010-09-03,125.0,False,15231.272500000188
21,33,2010-09-03,6498.35,False,15548.507500000187
4,85,2010-09-03,2357.66,False,3924.3200000001857
13,24,2010-09-03,7176.85,False,4039.4650000001857
38,80,2010-09-03,11918.76,False,6987.905000000186
28,10,2010-09-03,23887.85,False,11335.280000000186
28,4,2010-09-03,34016.63,False,19250.022500000185
23,19,2010-09-03,202.5,False,17506.435000000187
12,25,2010-09-03,21594.71,False,19925.422500000182
30,26,2010-09-03,6.5,False,13955.085000000185
17,71,2010-09-03,4983.14,False,6696.712500000185
44,81,2010-09-03,8085.19,False,8667.385000000186
15,52,2010-09-03,1324.67,False,3599.8750000001855
10,36,2010-09-03,2178.6,False,4142.900000000185
9,28,2010-09-03,252.5,False,2960.240000000186
26,21,2010-09-03,6770.21,False,2631.4950000001854
6,3,2010-09-03,23877.23,False,8269.635000000186
4,52,2010-09-03,3758.41,False,8664.587500000185
5,27,2010-09-03,274.03,False,8669.970000000185
4,2,2010-09-03,93677.66,False,30396.832500000186
34,40,2010-09-03,42358.38,False,35017.120000000185
2,6,2010-09-03,5343.92,False,35413.49750000018
10,44,2010-09-03,8404.38,False,37446.08500000018
39,67,2010-09-03,7794.08,False,15975.190000000184
31,55,2010-09-03,5676.32,False,6804.675000000185
34,31,2010-09-03,1055.67,False,5732.612500000186
9,32,2010-09-03,3454.57,False,4495.160000000185
44,13,2010-09-03,7574.49,False,4440.262500000185
17,79,2010-09-03,27425.81,False,9877.635000000186
35,44,2010-09-03,1613.46,False,10017.082500000186
17,44,2010-09-03,5898.05,False,10627.952500000187
40,20,2010-09-03,3574.18,False,9627.875000000187
30,28,2010-09-03,139.5,False,2806.2975000001857
28,11,2010-09-03,12180.16,False,5447.972500000185
26,19,2010-09-03,1305.63,False,4299.867500000186
26,31,2010-09-03,2871.51,False,4124.200000000185
28,3,2010-09-03,50916.55,False,16818.462500000187
17,74,2010-09-03,22936.94,False,19507.657500000187
6,4,2010-09-03,34873.76,False,27899.690000000188
7,34,2010-09-03,4510.5,False,28309.437500000186
23,11,2010-09-03,38526.11,False,25211.827500000185
34,30,2010-09-03,2013.64,False,19981.002500000184
2,67,2010-09-03,8962.88,False,13503.282500000185
23,20,2010-09-03,14574.4,False,16019.257500000185
3,36,2010-09-03,507.5,False,6514.605000000185
21,44,2010-09-03,3711.35,False,6939.032500000185
41,28,2010-09-03,345.29,False,4784.635000000186
2,93,2010-09-03,66862.35,False,17856.622500000187
26,20,2010-09-03,4300.26,False,18804.812500000186
2,37,2010-09-03,5374.27,False,19220.542500000185
7,40,2010-09-03,31309.83,False,26961.677500000187
17,45,2010-09-03,46.76,False,10257.780000000186
38,72,2010-09-03,201.9,False,9233.190000000186
30,16,2010-09-03,2102.31,False,8415.200000000186
2,7,2010-09-03,27545.9,False,7474.217500000186
33,98,2010-09-03,6781.43,False,9157.885000000188
45,26,2010-09-03,6736.41,False,10791.512500000186
9,35,2010-09-03,1231.0,False,10573.685000000187
8,22,2010-09-03,6410.01,False,5289.712500000185
30,1,2010-09-03,9283.91,False,5915.332500000186
39,52,2010-09-03,1315.75,False,4560.167500000185
41,16,2010-09-03,15196.59,False,8051.565000000186
13,48,2010-09-03,1072.0,False,6717.0625000001855
12,36,2010-09-03,1059.5,False,4660.9600000001865
21,5,2010-09-03,10144.0,False,6868.0225000001865
41,95,2010-09-03,94885.92,False,26790.355000000185
21,80,2010-09-03,5.16,False,26523.645000000186
31,32,2010-09-03,4416.82,False,27362.975000000184
4,23,2010-09-03,37938.71,False,34311.652500000186
6,19,2010-09-03,50.9,False,10602.897500000186
9,40,2010-09-03,28889.56,False,17823.997500000187
10,26,2010-09-03,12108.85,False,19747.005000000187
15,16,2010-09-03,11421.49,False,13117.700000000186
43,52,2010-09-03,53.89,False,13118.447500000186
10,80,2010-09-03,159.62,False,5935.962500000185
4,55,2010-09-03,11811.6,False,5861.650000000185
31,91,2010-09-03,65224.56,False,19312.417500000185
1,41,2010-09-03,3767.0,False,20240.695000000185
30,52,2010-09-03,49.65,False,20213.202500000185
1,48,2010-09-03,227.0,False,17317.052500000183
18,22,2010-09-03,18321.22,False,5591.217500000186
17,21,2010-09-03,4463.62,False,5765.372500000186
34,5,2010-09-03,15727.67,False,9684.877500000186
4,95,2010-09-03,138970.56,False,44370.767500000184
28,31,2010-09-03,8020.56,False,41795.60250000018
4,18,2010-09-03,216.0,False,40733.697500000184
3,41,2010-09-03,933.88,False,37035.25000000018
26,55,2010-09-03,6089.36,False,3814.9500000001817
34,4,2010-09-03,22259.05,False,7374.572500000181
21,4,2010-09-03,22430.16,False,12928.112500000181
18,24,2010-09-03,18342.48,False,17280.262500000183
42,94,2010-09-03,34533.64,False,24391.332500000182
26,56,2010-09-03,2334.92,False,19410.30000000018
12,10,2010-09-03,18714.02,False,18481.26500000018
15,14,2010-09-03,12854.42,False,17109.250000000182
21,81,2010-09-03,4385.11,False,9572.117500000182
45,25,2010-09-03,8959.46,False,11228.252500000182
10,81,2010-09-03,10886.61,False,9271.400000000182
28,32,2010-09-03,7825.65,False,8014.207500000182
17,20,2010-09-03,6496.35,False,8542.017500000182
9,14,2010-09-03,5351.26,False,7639.967500000183
4,81,2010-09-03,29458.07,False,12282.832500000182
22,97,2010-09-03,5631.02,False,11734.175000000181
40,28,2010-09-03,302.37,False,10185.680000000182
34,65,2010-09-03,57874.98,False,23316.610000000182
37,87,2010-09-03,539.48,False,16086.962500000183
44,8,2010-09-03,5025.19,False,15935.505000000181
23,45,2010-09-03,19.96,False,15864.902500000182
31,92,2010-09-03,112565.79,False,29537.605000000178
18,23,2010-09-03,38489.9,False,39025.21000000018
7,24,2010-09-03,1830.62,False,38226.56750000018
15,81,2010-09-03,4686.26,False,39393.142500000184
5,81,2010-09-03,2376.49,False,11845.817500000183
1,59,2010-09-03,651.3,False,2386.167500000182
13,14,2010-09-03,21551.54,False,7316.397500000182
35,58,2010-09-03,6638.0,False,7804.332500000182
25,81,2010-09-03,7452.68,False,9073.380000000183
2,91,2010-09-03,80432.59,False,29018.70250000018
30,2,2010-09-03,14328.94,False,27213.052500000183
25,82,2010-09-03,8719.41,False,27733.405000000184
4,41,2010-09-03,3163.0,False,26660.985000000182
31,33,2010-09-03,4160.79,False,7593.035000000182
27,91,2010-09-03,70758.98,False,21700.54500000018
1,18,2010-09-03,132.0,False,19553.69250000018
25,85,2010-09-03,4568.33,False,19905.02500000018
23,42,2010-09-03,11150.39,False,21652.42500000018
1,33,2010-09-03,4049.83,False,4975.137500000182
41,40,2010-09-03,54750.7,False,18629.812500000182
40,27,2010-09-03,998.97,False,17737.47250000018
13,16,2010-09-03,13914.3,False,18428.450000000183
23,1,2010-09-03,25411.88,False,23768.962500000183
36,26,2010-09-03,136.08,False,10115.307500000183
28,29,2010-09-03,5119.31,False,11145.392500000182
25,87,2010-09-03,5812.82,False,9120.022500000183
8,21,2010-09-03,5524.44,False,4148.162500000182
45,10,2010-09-03,15187.3,False,7910.967500000181
18,19,2010-09-03,3161.58,False,7421.535000000182
34,58,2010-09-03,745.0,False,6154.580000000182
10,27,2010-09-03,3350.94,False,5611.205000000181
6,17,2010-09-03,16640.2,False,5974.430000000182
34,8,2010-09-03,27505.75,False,12060.472500000182
12,12,2010-09-03,4119.82,False,12904.17750000018
41,17,2010-09-03,11383.28,False,14912.262500000183
17,23,2010-09-03,14935.31,False,14486.040000000181
34,9,2010-09-03,29111.07,False,14887.37000000018
13,45,2010-09-03,11.94,False,13860.400000000182
10,74,2010-09-03,43452.72,False,21877.760000000184
34,7,2010-09-03,15187.53,False,21940.815000000184
34,59,2010-09-03,492.42,False,14786.15250000018
44,21,2010-09-03,935.87,False,15017.135000000182
35,56,2010-09-03,388.43,False,4251.062500000182
12,11,2010-09-03,16942.21,False,4689.732500000182
8,5,2010-09-03,14565.4,False,8207.977500000183
18,21,2010-09-03,6449.42,False,9586.365000000182
38,93,2010-09-03,20861.03,False,14704.515000000181
17,22,2010-09-03,9184.07,False,12764.980000000181
34,6,2010-09-03,3351.8,False,9961.580000000182
31,90,2010-09-03,75361.75,False,27189.66250000018
21,6,2010-09-03,2866.07,False,22690.922500000182
40,11,2010-09-03,12871.66,False,23612.820000000178
28,30,2010-09-03,4142.4,False,23810.470000000183
15,17,2010-09-03,11019.39,False,7724.880000000181
37,1,2010-09-03,9682.38,False,9428.957500000182
23,44,2010-09-03,7340.73,False,8046.225000000181
3,24,2010-09-03,1448.7,False,7372.800000000182
26,54,2010-09-03,40.0,False,4627.952500000181
9,16,2010-09-03,7636.58,False,4116.5025000001815
25,83,2010-09-03,388.84,False,2378.5300000001816
22,98,2010-09-03,144.0,False,2052.355000000182
6,18,2010-09-03,100.0,False,2067.355000000182
13,46,2010-09-03,37700.22,False,9583.265000000181
10,79,2010-09-03,37417.5,False,18840.430000000182
15,80,2010-09-03,21.94,False,18809.915000000183
3,95,2010-09-03,14853.83,False,22498.372500000183
7,25,2010-09-03,3833.06,False,14031.582500000182
21,7,2010-09-03,17300.1,False,9002.232500000182
18,20,2010-09-03,10718.26,False,11676.312500000182
21,79,2010-09-03,22112.23,False,13490.91250000018
42,10,2010-09-03,382.83,False,12628.355000000181
44,74,2010-09-03,1023.99,False,8559.327500000181
25,80,2010-09-03,7.96,False,5881.7525000001815
34,3,2010-09-03,7835.47,False,2312.562500000181
18,25,2010-09-03,18518.53,False,6846.487500000181
44,7,2010-09-03,766.6,False,6782.14000000018
17,17,2010-09-03,12056.19,False,9794.19750000018
13,51,2010-09-03,6.48,False,7836.950000000181
18,30,2010-09-03,6865.7,False,4923.742500000181
22,95,2010-09-03,69234.78,False,22040.78750000018
37,85,2010-09-03,93.55,False,19050.12750000018
25,71,2010-09-03,2863.56,False,19764.39750000018
37,10,2010-09-03,519.15,False,18177.76000000018
3,33,2010-09-03,1905.71,False,1345.492500000182
31,95,2010-09-03,103111.54,False,27099.99000000018
15,83,2010-09-03,493.6,False,26507.500000000182
35,59,2010-09-03,218.71,False,26432.390000000178
34,1,2010-09-03,16812.55,False,30159.10000000018
2,25,2010-09-03,13813.27,False,7834.532500000182
20,98,2010-09-03,18161.91,False,12251.610000000182
26,67,2010-09-03,4721.39,False,13377.280000000183
40,10,2010-09-03,18662.64,False,13839.802500000182
15,11,2010-09-03,11303.03,False,13212.242500000182
23,50,2010-09-03,7798.0,False,10621.265000000181
29,95,2010-09-03,38876.7,False,19160.09250000018
25,72,2010-09-03,38708.08,False,24171.45250000018
18,29,2010-09-03,9534.8,False,23729.395000000182
41,13,2010-09-03,35981.32,False,30775.22500000018
10,83,2010-09-03,270.88,False,21123.770000000182
43,6,2010-09-03,22.5,False,11452.37500000018
28,35,2010-09-03,2749.0,False,9755.925000000181
40,29,2010-09-03,3080.77,False,1530.78750000018
18,31,2010-09-03,12725.83,False,4644.52500000018
12,8,2010-09-03,41073.04,False,14907.16000000018
9,12,2010-09-03,7093.8,False,15993.36000000018
10,24,2010-09-03,9584.04,False,17619.17750000018
25,67,2010-09-03,6082.74,False,15958.40500000018
45,32,2010-09-03,3812.81,False,6643.34750000018
21,83,2010-09-03,358.08,False,4959.417500000181
20,97,2010-09-03,29440.87,False,9923.62500000018
18,32,2010-09-03,10432.49,False,11011.06250000018
17,16,2010-09-03,4570.96,False,11200.600000000179
23,52,2010-09-03,3256.41,False,11925.18250000018
36,98,2010-09-03,9788.7,False,7012.14000000018
7,52,2010-09-03,1572.59,False,4797.16500000018
6,22,2010-09-03,20858.95,False,8869.16250000018
26,71,2010-09-03,3729.26,False,8987.37500000018
5,25,2010-09-03,1921.68,False,7020.62000000018
5,12,2010-09-03,2604.2,False,7278.52250000018
21,1,2010-09-03,11043.63,False,4824.69250000018
38,95,2010-09-03,43265.18,False,14708.67250000018
7,51,2010-09-03,2.16,False,14228.792500000181
15,10,2010-09-03,10740.32,False,16262.82250000018
13,52,2010-09-03,4273.29,False,14570.23750000018
10,85,2010-09-03,2163.43,False,4294.800000000182
34,71,2010-09-03,2096.38,False,4818.3550000001815
2,4,2010-09-03,48202.94,False,14184.010000000182
2,58,2010-09-03,23460.0,False,18980.687500000182
8,24,2010-09-03,2760.51,False,19129.957500000182
29,94,2010-09-03,4.9,False,18607.087500000183
8,4,2010-09-03,22235.93,False,12115.335000000181
27,87,2010-09-03,17605.42,False,10651.69000000018
23,51,2010-09-03,29.96,False,9969.052500000182
7,22,2010-09-03,7749.14,False,11905.112500000181
28,36,2010-09-03,848.5,False,6558.255000000181
21,74,2010-09-03,13839.85,False,5616.862500000182
23,49,2010-09-03,22332.82,False,11192.577500000181
18,28,2010-09-03,872.04,False,9473.302500000182
15,82,2010-09-03,8757.18,False,11450.472500000182
27,90,2010-09-03,102945.9,False,33726.98500000018
9,13,2010-09-03,25270.45,False,34461.39250000018
10,25,2010-09-03,15510.12,False,38120.91250000018
23,46,2010-09-03,34188.49,False,44478.74000000018
15,13,2010-09-03,23493.34,False,24615.600000000177
21,82,2010-09-03,13118.68,False,21577.65750000018
38,94,2010-09-03,20977.94,False,22944.612500000178
37,9,2010-09-03,262.75,False,14463.177500000178
34,67,2010-09-03,5630.01,False,9997.345000000178
5,79,2010-09-03,5367.09,False,8059.4475000001785
6,20,2010-09-03,9169.19,False,5107.2600000001785
36,74,2010-09-03,802.83,False,5242.280000000179
29,98,2010-09-03,10.0,False,3837.2775000001784
3,19,2010-09-03,719.62,False,2675.4100000001786
31,31,2010-09-03,2714.18,False,1061.6575000001783
28,34,2010-09-03,18436.49,False,5470.0725000001785
41,14,2010-09-03,16151.12,False,9505.35250000018
30,59,2010-09-03,148.67,False,9362.615000000178
2,98,2010-09-03,12975.72,False,11928.000000000178
13,49,2010-09-03,7780.31,False,9263.955000000178
41,41,2010-09-03,5120.88,False,6506.395000000178
31,93,2010-09-03,49477.09,False,18838.50000000018
28,33,2010-09-03,17006.98,False,19846.315000000177
36,25,2010-09-03,2.0,False,17901.737500000178
1,27,2010-09-03,867.29,False,16838.34000000018
35,34,2010-09-03,23492.22,False,10342.12250000018
38,3,2010-09-03,941.16,False,6325.667500000179
44,87,2010-09-03,104.96,False,6351.4075000001785
9,41,2010-09-03,2425.0,False,6740.835000000178
38,46,2010-09-03,4484.98,False,1989.0250000001781
6,21,2010-09-03,10952.97,False,4491.977500000178
45,91,2010-09-03,15753.5,False,8404.112500000178
12,38,2010-09-03,48391.8,False,19895.81250000018
15,12,2010-09-03,4689.81,False,19947.02000000018
8,23,2010-09-03,12966.1,False,20450.30250000018
17,19,2010-09-03,4682.23,False,17682.48500000018
29,97,2010-09-03,2872.21,False,6302.587500000178
25,74,2010-09-03,12409.47,False,8232.502500000177
1,6,2010-09-03,3553.75,False,5879.415000000178
31,94,2010-09-03,62880.9,False,20429.08250000018
18,27,2010-09-03,3355.05,False,20549.792500000178
45,74,2010-09-03,12691.63,False,20620.33250000018
13,50,2010-09-03,2512.0,False,20359.89500000018
4,6,2010-09-03,7450.07,False,6502.187500000178
12,9,2010-09-03,20463.57,False,10779.31750000018
39,81,2010-09-03,19946.19,False,12592.957500000179
13,13,2010-09-03,53103.38,False,25240.802500000176
18,26,2010-09-03,12459.05,False,26493.04750000018
7,23,2010-09-03,11375.14,False,24220.940000000177
21,2,2010-09-03,49861.79,False,31699.840000000175
43,25,2010-09-03,44.5,False,18435.120000000177
42,11,2010-09-03,701.3,False,15495.682500000177
25,79,2010-09-03,8898.69,False,14876.570000000176
2,10,2010-09-03,42172.3,False,12954.197500000178
34,2,2010-09-03,36857.65,False,22157.48500000018
39,51,2010-09-03,43.42,False,21993.015000000178
10,82,2010-09-03,19992.16,False,24766.382500000178
21,3,2010-09-03,30464.5,False,21839.432500000177
26,59,2010-09-03,370.85,False,12717.732500000178
26,4,2010-09-03,26858.54,False,19421.51250000018
15,19,2010-09-03,1544.8,False,14809.672500000177
2,29,2010-09-03,6722.31,False,8874.125000000178
44,10,2010-09-03,119.34,False,8811.247500000178
17,28,2010-09-03,954.02,False,2335.1175000001786
45,80,2010-09-03,36.62,False,1958.0725000001783
21,14,2010-09-03,14816.71,False,3981.672500000178
21,60,2010-09-03,220.0,False,4006.837500000178
15,24,2010-09-03,8650.28,False,5930.902500000178
18,8,2010-09-03,34979.72,False,14666.67750000018
35,54,2010-09-03,523.0,False,11093.25000000018
34,14,2010-09-03,8754.45,False,13226.862500000181
9,20,2010-09-03,2241.98,False,11624.78750000018
25,98,2010-09-03,79.25,False,2899.67000000018
23,34,2010-09-03,22800.5,False,8469.04500000018
41,21,2010-09-03,5424.37,False,7636.52500000018
13,40,2010-09-03,76251.73,False,26138.96250000018
26,44,2010-09-03,3136.23,False,26903.20750000018
31,81,2010-09-03,23023.16,False,26958.87250000018
39,79,2010-09-03,39075.38,False,35371.62500000018
43,4,2010-09-03,22792.16,False,22006.73250000018
26,1,2010-09-03,16348.98,False,25309.92000000018
40,25,2010-09-03,6921.18,False,21284.42500000018
41,36,2010-09-03,765.0,False,11706.830000000182
18,7,2010-09-03,23530.48,False,11891.410000000182
5,14,2010-09-03,3233.29,False,8612.487500000181
36,60,2010-09-03,88.0,False,6904.192500000182
27,95,2010-09-03,142985.93,False,42459.42500000018
6,12,2010-09-03,6201.74,False,38127.24000000017
7,28,2010-09-03,106.38,False,37345.51250000018
3,40,2010-09-03,17153.8,False,41611.96250000018
4,22,2010-09-03,14319.45,False,9445.34250000018
27,94,2010-09-03,74789.25,False,26592.220000000183
34,13,2010-09-03,27234.94,False,33374.36000000018
10,29,2010-09-03,13136.95,False,32370.147500000185
37,91,2010-09-03,31195.78,False,36589.230000000185
13,18,2010-09-03,123.0,False,17922.66750000018
36,38,2010-09-03,15438.3,False,14973.507500000182
21,13,2010-09-03,29161.95,False,18979.75750000018
25,97,2010-09-03,2736.01,False,11864.815000000182
3,20,2010-09-03,1136.07,False,12118.082500000182
15,72,2010-09-03,41940.53,False,18743.64000000018
1,19,2010-09-03,1460.74,False,11818.337500000182
18,9,2010-09-03,20705.28,False,16310.65500000018
8,19,2010-09-03,1265.84,False,16343.097500000182
34,52,2010-09-03,937.98,False,6092.460000000182
5,7,2010-09-03,4983.63,False,6973.182500000182
30,42,2010-09-03,38.62,False,1806.5175000001818
38,90,2010-09-03,34239.49,False,10049.930000000182
9,36,2010-09-03,489.0,False,9937.68500000018
23,4,2010-09-03,36074.94,False,17710.51250000018
39,55,2010-09-03,6036.34,False,19209.942500000183
28,25,2010-09-03,17918.75,False,15129.757500000182
30,6,2010-09-03,14.52,False,15011.13750000018
12,16,2010-09-03,6180.48,False,7537.52250000018
10,60,2010-09-03,506.8,False,6155.13750000018
26,45,2010-09-03,11.47,False,1678.3175000001802
1,74,2010-09-03,11691.33,False,4597.5200000001805
42,8,2010-09-03,17750.45,False,7490.01250000018
6,13,2010-09-03,44955.15,False,18602.10000000018
31,36,2010-09-03,351.0,False,18686.98250000018
45,90,2010-09-03,22903.2,False,21489.95000000018
5,28,2010-09-03,194.3,False,17100.91250000018
5,87,2010-09-03,10927.47,False,8593.99250000018
5,26,2010-09-03,1403.56,False,8857.13250000018
17,30,2010-09-03,1842.5,False,3591.9575000001796
45,11,2010-09-03,11212.12,False,6346.41250000018
10,58,2010-09-03,6235.0,False,5173.29500000018
44,83,2010-09-03,1106.49,False,5099.02750000018
35,36,2010-09-03,1149.36,False,4925.7425000001795
4,97,2010-09-03,41370.13,False,12465.245000000179
9,21,2010-09-03,3810.17,False,11859.037500000179
21,59,2010-09-03,461.39,False,11697.762500000179
4,82,2010-09-03,22588.98,False,17057.667500000178
7,44,2010-09-03,3319.95,False,7545.1225000001805
18,4,2010-09-03,33755.59,False,15031.47750000018
26,42,2010-09-03,2272.49,False,15484.252500000179
8,7,2010-09-03,15144.09,False,13623.030000000179
17,31,2010-09-03,3070.93,False,13560.77500000018
38,87,2010-09-03,279.22,False,5191.68250000018
40,24,2010-09-03,4283.22,False,5694.36500000018
6,11,2010-09-03,17495.8,False,6282.29250000018
23,31,2010-09-03,9847.69,False,7976.48250000018
42,7,2010-09-03,866.78,False,8123.3725000001805
34,17,2010-09-03,5651.82,False,8465.522500000181
45,30,2010-09-03,3029.38,False,4848.9175000001815
31,37,2010-09-03,2966.35,False,3128.582500000181
7,29,2010-09-03,1666.98,False,3328.6325000001807
2,96,2010-09-03,38075.85,False,11434.640000000181
43,28,2010-09-03,91.0,False,10700.045000000182
30,7,2010-09-03,718.58,False,10138.102500000181
39,56,2010-09-03,998.4,False,9970.957500000182
